"id","recommendationId","recommendation","category","priority","justification","contextData","estimatedImpact","estimatedSavings","status","executedBy","executedAt","actualImpact","effectiveness","remarks","timestamp","updatedAt"
"cmhsbk30t0iilmaftqw7s3vaf","REC-0000225","Recommendation 225 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":789}","Positive impact on efficiency",11370606.07143922,"IGNORED",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.565Z"
"cmhsbk30v0iimmafts7f475to","REC-0000226","Recommendation 226 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":689}","Positive impact on efficiency",21287387.36673231,"EXECUTED","cmhsbjkeq000rmaftzvz9hhwg","2025-11-07T18:08:21.722Z","Implemented successfully",0.7112654966815286,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.567Z"
"cmhsbk30w0iinmaft68zxgusq","REC-0000227","Recommendation 227 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":693}","Positive impact on efficiency",33899010.87354328,"IGNORED",,,,,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.569Z"
"cmhsbk30y0iiomaftykuqqlb5","REC-0000228","Recommendation 228 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":277}",,28736395.43188744,"PENDING",,,,,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.570Z"
"cmhsbk30z0iipmaftis6lw80v","REC-0000229","Recommendation 229 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":945}","Positive impact on efficiency",52034085.11436621,"EXECUTED","cmhsbjkeu000umaft72sxcbfm","2025-10-01T20:22:24.937Z","Implemented successfully",0.9166582178664976,,"2025-09-27T23:02:55.225Z","2025-11-09T23:02:55.571Z"
"cmhsbk3100iiqmaftwlkz4ld4","REC-0000230","Recommendation 230 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":592}","Positive impact on efficiency",25085163.24955446,"EXECUTED","cmhsbjkev000vmaftbjyqkibu","2025-10-12T18:53:13.128Z","Implemented successfully",0.7390235915809416,,"2025-10-10T23:02:55.225Z","2025-11-09T23:02:55.573Z"
"cmhsbk3120iirmaft5fsyufbz","REC-0000231","Recommendation 231 - Optimize operational efficiency","SAFETY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":64}","Positive impact on efficiency",38997831.57729989,"EXECUTED","cmhsbjkex000wmaftwerlnlyw","2025-09-22T19:22:46.300Z","Implemented successfully",0.899820853402662,,"2025-09-14T23:02:55.225Z","2025-11-09T23:02:55.574Z"
"cmhsbk3130iismaftne3pxcjp","REC-0000232","Recommendation 232 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":919}","Positive impact on efficiency",49247184.13082734,"EXECUTED","cmhsbjkez000xmaftq52h94hy","2025-11-10T07:20:15.537Z","Implemented successfully",0.7613066988559403,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.576Z"
"cmhsbk3140iitmaftt81w4da6","REC-0000233","Recommendation 233 - Optimize operational efficiency","SAFETY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":144}","Positive impact on efficiency",39956733.2886338,"IGNORED",,,,,,"2025-10-05T23:02:55.225Z","2025-11-09T23:02:55.577Z"
"cmhsbk3160iiumaftl8f2lsxv","REC-0000234","Recommendation 234 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":676}","Positive impact on efficiency",26512065.92717717,"EXECUTED","cmhsbjkf1000zmaftwzn6f7ss","2025-10-30T05:59:00.851Z","Implemented successfully",0.9210814816332709,,"2025-10-26T23:02:55.225Z","2025-11-09T23:02:55.578Z"
"cmhsbk3170iivmaft0nsf9kff","REC-0000235","Recommendation 235 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":247}","Positive impact on efficiency",36859567.31123222,"IGNORED",,,,,,"2025-09-17T23:02:55.225Z","2025-11-09T23:02:55.579Z"
"cmhsbk3180iiwmaft7hfj5zae","REC-0000236","Recommendation 236 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":161}",,39903212.53611,"PENDING",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.581Z"
"cmhsbk31a0iixmaftpl75nsat","REC-0000237","Recommendation 237 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":687}","Positive impact on efficiency",38125566.57216232,"IGNORED",,,,,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.583Z"
"cmhsbk31c0iiymaft2tvu6hmm","REC-0000238","Recommendation 238 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":254}","Positive impact on efficiency",14481851.05317505,"EXECUTED","cmhsbjkf70013maftuxbjtngc","2025-10-13T01:56:17.711Z","Implemented successfully",0.7413906190305632,,"2025-10-06T23:02:55.225Z","2025-11-09T23:02:55.584Z"
"cmhsbk31d0iizmaftakjgza2p","REC-0000239","Recommendation 239 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":620}","Positive impact on efficiency",9868007.505508699,"IGNORED",,,,,,"2025-10-26T23:02:55.225Z","2025-11-09T23:02:55.586Z"
"cmhsbk31f0ij0maftyp0iznqe","REC-0000240","Recommendation 240 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":682}","Positive impact on efficiency",11680878.96772758,"IGNORED",,,,,,"2025-09-11T23:02:55.225Z","2025-11-09T23:02:55.587Z"
"cmhsbk31g0ij1maftsvfey39s","REC-0000241","Recommendation 241 - Optimize operational efficiency","FUEL_EFFICIENCY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":463}","Positive impact on efficiency",6790486.898551013,"IGNORED",,,,,,"2025-11-03T23:02:55.225Z","2025-11-09T23:02:55.589Z"
"cmhsbk31h0ij2maft6hob2pxx","REC-0000242","Recommendation 242 - Optimize operational efficiency","ROUTE_OPTIMIZATION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":554}","Positive impact on efficiency",52948848.66391168,"EXECUTED","cmhsbjkfc0017maft5m6xi7ll","2025-10-10T21:33:12.796Z","Implemented successfully",0.7245466546454462,,"2025-10-07T23:02:55.225Z","2025-11-09T23:02:55.590Z"
"cmhsbk31j0ij3maftsttp1d3j","REC-0000243","Recommendation 243 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":713}",,32027988.15864607,"PENDING",,,,,,"2025-10-15T23:02:55.225Z","2025-11-09T23:02:55.591Z"
"cmhsbk31k0ij4maft4du0dckz","REC-0000244","Recommendation 244 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":284}","Positive impact on efficiency",48805880.2995406,"IGNORED",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.593Z"
"cmhsbk31m0ij5maftwm1zz01o","REC-0000245","Recommendation 245 - Optimize operational efficiency","PRODUCTION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":414}","Positive impact on efficiency",36720791.665319,"EXECUTED","cmhsbjkfg001amaftfze5vqss","2025-10-16T08:10:15.301Z","Implemented successfully",0.7969790686038173,,"2025-10-11T23:02:55.225Z","2025-11-09T23:02:55.594Z"
"cmhsbk31n0ij6maft9msneni5","REC-0000246","Recommendation 246 - Optimize operational efficiency","PRODUCTION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":568}","Positive impact on efficiency",11924280.79961918,"EXECUTED","cmhsbjkfh001bmaft4e8pimoj","2025-09-25T06:09:20.276Z","Implemented successfully",0.6193502704441184,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.595Z"
"cmhsbk31o0ij7mafthb58akfx","REC-0000247","Recommendation 247 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":229}","Positive impact on efficiency",50098287.29410852,"EXECUTED","cmhsbjkfj001cmafts1vmlkvl","2025-10-10T10:52:38.128Z","Implemented successfully",0.6589898032936004,,"2025-09-30T23:02:55.225Z","2025-11-09T23:02:55.597Z"
"cmhsbk31q0ij8maftkenb9j5d","REC-0000248","Recommendation 248 - Optimize operational efficiency","MAINTENANCE","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":249}","Positive impact on efficiency",16037534.45770671,"EXECUTED","cmhsbjkfk001dmaftyxs4y5tl","2025-10-21T17:20:17.816Z","Implemented successfully",0.7235964387239572,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.599Z"
"cmhsbk31s0ij9maft5x9qc0bn","REC-0000249","Recommendation 249 - Optimize operational efficiency","ROUTE_OPTIMIZATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":461}","Positive impact on efficiency",6696153.750000428,"EXECUTED","cmhsbjkfm001emaftwp1629bg","2025-11-05T20:11:07.705Z","Implemented successfully",0.8221720487406279,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.601Z"
"cmhsbk31u0ijamaftt5djpwrl","REC-0000250","Recommendation 250 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":413}","Positive impact on efficiency",35623380.88039387,"IGNORED",,,,,,"2025-10-18T23:02:55.225Z","2025-11-09T23:02:55.602Z"
"cmhsbk31v0ijbmaftnqob2txq","REC-0000251","Recommendation 251 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":591}","Positive impact on efficiency",40780267.93569049,"EXECUTED","cmhsbjkfo001gmaft5x1mibe6","2025-10-13T16:33:10.825Z","Implemented successfully",0.6662436623662019,,"2025-10-10T23:02:55.225Z","2025-11-09T23:02:55.604Z"
"cmhsbk31w0ijcmaftqifzo1dy","REC-0000252","Recommendation 252 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":569}","Positive impact on efficiency",27904313.76094966,"IGNORED",,,,,,"2025-11-01T23:02:55.225Z","2025-11-09T23:02:55.605Z"
"cmhsbk31y0ijdmaft1ede1hjz","REC-0000253","Recommendation 253 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":993}",,28432180.28247013,"PENDING",,,,,,"2025-10-13T23:02:55.225Z","2025-11-09T23:02:55.606Z"
"cmhsbk31z0ijemaftd6vyx7mu","REC-0000254","Recommendation 254 - Optimize operational efficiency","MAINTENANCE","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":681}","Positive impact on efficiency",13253259.77297636,"EXECUTED","cmhsbjkfs001jmaftkhidw659","2025-10-02T21:48:07.929Z","Implemented successfully",0.7635596189327554,,"2025-09-28T23:02:55.225Z","2025-11-09T23:02:55.608Z"
"cmhsbk3210ijfmaft9cleuxpt","REC-0000255","Recommendation 255 - Optimize operational efficiency","MAINTENANCE","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":224}",,17191138.73436382,"PENDING",,,,,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.609Z"
"cmhsbk3220ijgmaftfyhuh15a","REC-0000256","Recommendation 256 - Optimize operational efficiency","MAINTENANCE","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":498}",,24706245.76224764,"PENDING",,,,,,"2025-11-08T23:02:55.225Z","2025-11-09T23:02:55.610Z"
"cmhsbk3230ijhmaft7btt42dm","REC-0000257","Recommendation 257 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":27}",,18656269.62878264,"PENDING",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.612Z"
"cmhsbk3250ijimaft7dusrfih","REC-0000258","Recommendation 258 - Optimize operational efficiency","PRODUCTION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":966}",,28748220.6643729,"PENDING",,,,,,"2025-11-05T23:02:55.225Z","2025-11-09T23:02:55.613Z"
"cmhsbk3270ijjmaft54h2tnlh","REC-0000259","Recommendation 259 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":19}","Positive impact on efficiency",12965577.91608836,"IGNORED",,,,,,"2025-10-23T23:02:55.225Z","2025-11-09T23:02:55.615Z"
"cmhsbk3280ijkmafty4s27rvb","REC-0000260","Recommendation 260 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":742}",,9169055.712305004,"PENDING",,,,,,"2025-09-19T23:02:55.225Z","2025-11-09T23:02:55.617Z"
"cmhsbk32a0ijlmaft9lir3x5r","REC-0000261","Recommendation 261 - Optimize operational efficiency","ALLOCATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":966}",,37978547.42822568,"PENDING",,,,,,"2025-10-24T23:02:55.225Z","2025-11-09T23:02:55.618Z"
"cmhsbk32b0ijmmaftbkgn7ia9","REC-0000262","Recommendation 262 - Optimize operational efficiency","FUEL_EFFICIENCY","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":742}",,31702321.35844817,"PENDING",,,,,,"2025-10-16T23:02:55.225Z","2025-11-09T23:02:55.620Z"
"cmhsbk32d0ijnmaftz7x6q6gb","REC-0000263","Recommendation 263 - Optimize operational efficiency","FUEL_EFFICIENCY","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":367}",,7340598.362619285,"PENDING",,,,,,"2025-11-02T23:02:55.225Z","2025-11-09T23:02:55.621Z"
"cmhsbk32e0ijomaftxf1thj18","REC-0000264","Recommendation 264 - Optimize operational efficiency","ROUTE_OPTIMIZATION","MEDIUM","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":740}","Positive impact on efficiency",25764294.37759731,"EXECUTED","cmhsbjkg6001tmafts5b06c7e","2025-09-18T15:55:55.430Z","Implemented successfully",0.8659404671717545,,"2025-09-12T23:02:55.225Z","2025-11-09T23:02:55.623Z"
"cmhsbk32f0ijpmaftv33djbxh","REC-0000265","Recommendation 265 - Optimize operational efficiency","ROUTE_OPTIMIZATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":116}","Positive impact on efficiency",43528473.26486177,"EXECUTED","cmhsbjkdk0000maftb419zy59","2025-10-14T02:56:29.265Z","Implemented successfully",0.8960827807404308,,"2025-10-06T23:02:55.225Z","2025-11-09T23:02:55.624Z"
"cmhsbk32h0ijqmaftixkff4iu","REC-0000266","Recommendation 266 - Optimize operational efficiency","SAFETY","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":175}","Positive impact on efficiency",31660145.27688561,"EXECUTED","cmhsbjkdp0001maftund967le","2025-10-17T14:17:04.259Z","Implemented successfully",0.8395826443409317,,"2025-10-14T23:02:55.225Z","2025-11-09T23:02:55.625Z"
"cmhsbk32i0ijrmaftlf52mbrk","REC-0000267","Recommendation 267 - Optimize operational efficiency","MAINTENANCE","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":933}",,52148771.23494777,"PENDING",,,,,,"2025-09-25T23:02:55.225Z","2025-11-09T23:02:55.626Z"
"cmhsbk32j0ijsmaftz4rh3u9f","REC-0000268","Recommendation 268 - Optimize operational efficiency","SAFETY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":57}","Positive impact on efficiency",41305948.86870018,"IGNORED",,,,,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.628Z"
"cmhsbk32l0ijtmafth6ryfty9","REC-0000269","Recommendation 269 - Optimize operational efficiency","ALLOCATION","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":182}","Positive impact on efficiency",20913520.62889408,"IGNORED",,,,,,"2025-11-06T23:02:55.225Z","2025-11-09T23:02:55.629Z"
"cmhsbk32m0ijumafthi9v8kg3","REC-0000270","Recommendation 270 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":729}","Positive impact on efficiency",5420398.042813819,"EXECUTED","cmhsbjkdv0005maftk0yc9ndo","2025-09-27T14:52:42.303Z","Implemented successfully",0.665993421933093,,"2025-09-26T23:02:55.225Z","2025-11-09T23:02:55.630Z"
"cmhsbk32o0ijvmaft9f1qej71","REC-0000271","Recommendation 271 - Optimize operational efficiency","FUEL_EFFICIENCY","URGENT","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":601}","Positive impact on efficiency",9052172.469239378,"IGNORED",,,,,,"2025-10-22T23:02:55.225Z","2025-11-09T23:02:55.632Z"
"cmhsbk32p0ijwmaftsgib87f1","REC-0000272","Recommendation 272 - Optimize operational efficiency","ALLOCATION","LOW","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":867}",,39308250.40418565,"PENDING",,,,,,"2025-10-01T23:02:55.225Z","2025-11-09T23:02:55.634Z"
"cmhsbk32r0ijxmaftqexfa674","REC-0000273","Recommendation 273 - Optimize operational efficiency","PRODUCTION","HIGH","Based on historical data analysis and current trends","{""source"":""AI_ANALYSIS"",""dataPoints"":883}",,26147126.89185634,"PENDING",,,,,,"2025-10-31T23:02:55.225Z","2025-11-09T23:02:55.635Z"
